Country,M_EIU_12m_change_norm,M_EIU_Score_12m_norm,M_EIU_Score_12m_raw,M_EIU_12m_change_raw
AFG,6.6505281690140965,6.879768643859219,56.15151515151515,-1.818181818181813
AGO,9.291373239436627,10,74.33333333333333,0
ALB,0,4.947698744769876,46.63636363636363,-6.969696969696969
ARE,0,3.040241201082945,37.24242424242424,-7.90909090909091
ARG,8.45510563380282,10,73.57575757575758,-0.5757575757575779
ARM,4.449823943661981,4.344696037410781,43.666666666666664,-3.3333333333333286
ATG,NA,NA,NA,NA
AUS,6.826584507042261,0,20.696969696969695,-1.6969696969696955
AUT,3.921654929577465,0.5605463942899345,25.03030303030303,-3.696969696969699
AZE,9.731514084507053,7.464312084666505,59.03030303030303,0.30303030303030454
BDI,3.701584507042263,10,73.51515151515152,-3.848484848484844
BEL,9.291373239436627,1.975756829928626,32,0
BEN,0.7086267605633836,5.747600295348266,50.57575757575757,-5.9090909090909065
BFA,2.2051056338028125,3.3725079990155082,38.87878787878788,-4.8787878787878824
BGD,9.07130281690141,3.563253753384201,39.81818181818182,-0.15151515151515582
BGR,2.9533450704225324,2.45569776027566,34.36363636363637,-4.363636363636367
BHR,8.851232394366201,5.624538518336207,49.96969696969697,-0.30303030303030454
BHS,3.1294014084507076,4.393920748215605,43.90909090909091,-4.242424242424242
BIH,10,4.110878661087867,42.51515151515151,1.8181818181818272
BLR,10,8.214988924440071,62.72727272727273,0.6060606060606091
BLZ,2.6892605633802926,6.012183115924196,51.878787878787875,-4.54545454545454
BOL,2.6892605633802926,6.55365493477726,54.54545454545454,-4.54545454545454
BRA,9.115316901408452,5.249200098449425,48.121212121212125,-0.12121212121212466
BRB,9.291373239436627,5.4953236524735445,49.333333333333336,0
BRN,1.5008802816901419,0.7635983263598334,26.03030303030303,-5.363636363636363
BTN,10,2.6833620477479716,35.484848484848484,1.5151515151515156
BWA,1.192781690140853,1.61887767659365,30.24242424242424,-5.575757575757571
CAF,9.687500000000009,5.981417671671181,51.72727272727273,0.2727272727272734
CAN,7.31073943661972,0.4928624169333027,24.6969696969697,-1.3636363636363669
CHE,0.04841549295774428,0,16.03030303030303,-6.363636363636365
CHL,6.650528169014091,0,19.818181818181817,-1.8181818181818166
CHN,0,2.8925670686684732,36.515151515151516,-6.848484848484848
CIV,9.291373239436627,2.7879645582082224,36,0
CMR,5.990316901408454,5.889121338912136,51.27272727272727,-2.2727272727272734
COD,9.07130281690143,10,71.81818181818181,-0.1515151515151416
COG,9.863556338028182,7.581220772827962,59.6060606060606,0.39393939393939803
COL,2.117077464788726,3.9262859955697778,41.60606060606061,-4.939393939393945
COM,NA,NA,NA,NA
CPV,7.046654929577478,4.523135614078269,44.54545454545454,-1.5454545454545396
CRI,4.449823943661971,2.652596603494956,35.333333333333336,-3.3333333333333357
CUB,10,10,75.27272727272727,3.7272727272727337
CYP,0,4.11703174993847,42.54545454545454,-9.54545454545454
CZE,0,2.535687915333499,34.75757575757576,-8.757575757575758
DEU,0,0,19.545454545454543,-8.21212121212121
DJI,5.638204225352116,5.599926162933795,49.84848484848485,-2.5151515151515156
DMA,NA,NA,NA,NA
DNK,7.530809859154937,0,21.21212121212121,-1.212121212121211
DOM,7.970950704225362,5.4768643859217345,49.24242424242424,-0.9090909090909065
DZA,8.631161971830984,7.279719419148416,58.121212121212125,-0.45454545454546036
ECU,10,5.636844696037413,50.03030303030303,0.6363636363636331
EGY,7.4427816901408494,6.295225203051935,53.27272727272727,-1.2727272727272734
ERI,4.889964788732396,9.0887275412257,67.03030303030303,-3.030303030303031
ESP,0,2.904873246369678,36.57575757575757,-9.57575757575757
EST,7.486795774647893,1.1450898350972203,27.90909090909091,-1.2424242424242422
ETH,6.430457746478879,9.685577159734189,69.96969696969697,-1.9696969696969688
FIN,10,0.33288210681762287,23.909090909090907,0.7575757575757613
FJI,NA,NA,NA,NA
FRA,2.9093309859154894,0,21.72727272727273,-4.393939393939398
FSM,NA,NA,NA,NA
GAB,3.1734154929577505,6.215235047994095,52.878787878787875,-4.212121212121211
GBR,0,1.9449913856756105,31.848484848484844,-9.181818181818176
GEO,4.009683098591557,1.8342357863647543,31.3030303030303,-3.636363636363633
GHA,10,6.935146443514645,56.424242424242415,1.575757575757585
GIN,5.990316901408443,9.205636229387157,67.60606060606061,-2.2727272727272805
GMB,7.090669014084501,7.562761506276155,59.51515151515152,-1.5151515151515227
GNB,NA,NA,NA,NA
GNQ,5.770246478873236,8.491877922717208,64.0909090909091,-2.424242424242429
GRC,7.0906690140845114,4.178562638444502,42.84848484848485,-1.5151515151515156
GRD,NA,NA,NA,NA
GTM,6.870598591549294,4.07396012798425,42.333333333333336,-1.6666666666666714
GUY,9.643485915492965,3.1448437115431958,37.75757575757576,0.2424242424242422
HND,2.249119718309867,3.840142751661335,41.18181818181818,-4.848484848484844
HRV,10,2.997169579128725,37.03030303030303,1.9696969696969688
HTI,4.889964788732396,7.2612601525966065,58.03030303030303,-3.030303030303031
HUN,1.3688380281690051,3.8278365739601306,41.121212121212125,-5.45454545454546
IDN,5.770246478873236,4.024735417179426,42.09090909090909,-2.424242424242429
IND,2.029049295774649,3.803224218557718,41,-5
IRL,7.442781690140855,6.153088850595623e-4,22.27272727272727,-1.2727272727272698
IRN,10,10,78.39393939393939,2.2727272727272805
IRQ,8.851232394366212,8.941053408811225,66.3030303030303,-0.30303030303029743
ISL,4.405809859154928,2.8618016244154587,36.36363636363637,-3.363636363636367
ISR,1.8089788732394414,1.938838296825006,31.818181818181817,-5.151515151515149
ITA,0,1.2066207236032511,28.212121212121215,-7.212121212121215
JAM,0,4.01242923947822,42.03030303030303,-6.6969696969696955
JOR,3.789612676056329,3.4894166871769663,39.45454545454546,-3.787878787878796
JPN,1.3688380281690051,0.10521781934531305,22.787878787878793,-5.45454545454546
KAZ,9.291373239436627,6.98437115431947,56.666666666666664,0
KEN,8.3230633802817,7.052055131676104,57,-0.6666666666666643
KGZ,3.349471830985914,6.461358602018216,54.09090909090909,-4.0909090909090935
KHM,10,4.701575190745757,45.42424242424243,0.9090909090909065
KIR,NA,NA,NA,NA
KNA,NA,NA,NA,NA
KOR,1.3248239436619738,0.7882106817622478,26.151515151515152,-5.484848484848484
KWT,6.8705985915492995,0,20,-1.6666666666666679
LAO,9.07130281690143,5.1199852325867585,47.48484848484848,-0.1515151515151416
LBN,9.95158450704226,10,71.54545454545455,0.45454545454545325
LBR,8.191021126760559,9.507137583066703,69.0909090909091,-0.7575757575757649
LBY,3.701584507042284,9.99938469111494,71.5151515151515,-3.84848484848483
LCA,NA,NA,NA,NA
LIE,3.1294014084507076,0,20.575757575757574,-4.242424242424242
LKA,5.990316901408464,4.738493723849374,45.6060606060606,-2.2727272727272663
LSO,5.374119718309865,5.772212650750679,50.696969696969695,-2.6969696969696955
LTU,2.513204225352112,1.0958651242923967,27.666666666666668,-4.666666666666668
LUX,10,0,19,1
LVA,0,3.563253753384201,39.81818181818182,-6.81818181818182
MAR,4.229753521126764,3.8339896628107315,41.15151515151515,-3.4848484848484844
MDA,3.7015845070422415,6.953605710066457,56.51515151515152,-3.8484848484848584
MDG,6.782570422535207,7.94425301501354,61.3939393939394,-1.7272727272727337
MDV,NA,NA,NA,NA
MEX,4.669894366197184,2.4864632045286754,34.515151515151516,-3.1818181818181834
MHL,NA,NA,NA,NA
MKD,0,2.7018213142997807,35.57575757575758,-8.242424242424246
MLI,7.310739436619729,5.163056854540981,47.696969696969695,-1.3636363636363598
MLT,0,1.0035687915333522,27.212121212121215,-7.8787878787878824
MMR,10,8.405734678808765,63.666666666666664,12.000000000000007
MNE,3.04137323943662,6.707482156042336,55.303030303030305,-4.3030303030303045
MNG,3.5695422535211314,4.941545655919272,46.6060606060606,-3.9393939393939377
MOZ,4.889964788732396,6.922840265813441,56.36363636363637,-3.030303030303031
MRT,0,7.1197391090327375,57.333333333333336,-8
MUS,3.5695422535211314,0.7451390598080252,25.939393939393938,-3.9393939393939377
MWI,2.2491197183098564,7.630445483632787,59.84848484848485,-4.848484848484851
MYS,2.1610915492957696,0,22.242424242424246,-4.909090909090914
NAM,6.69454225352113,2.5418410041841017,34.78787878787879,-1.787878787878789
NER,4.185739436619711,4.720034457297567,45.51515151515152,-3.5151515151515227
NGA,9.95158450704226,10,71.87878787878788,0.45454545454545325
NIC,3.437500000000001,6.381368446960376,53.696969696969695,-4.030303030303031
NLD,6.12235915492958,0.45594388382968276,24.515151515151516,-2.1818181818181834
NOR,5.330105633802816,0.9051193699237032,26.72727272727273,-2.72727272727273
NPL,9.071302816901419,4.984617277873493,46.81818181818181,-0.15151515151514872
NRU,NA,NA,NA,NA
NZL,2.469190140845079,0.2898104848634002,23.696969696969692,-4.696969696969692
OMN,2.4691901408450745,3.335589465911889,38.696969696969695,-4.6969696969696955
PAK,5.902288732394357,9.014890475018463,66.66666666666667,-2.333333333333343
PAN,2.2491197183098564,0.7943637706128488,26.181818181818183,-4.848484848484851
PER,10,0.5790056608417444,25.121212121212125,1.2121212121212075
PHL,0.44454225352112253,5.310730986955455,48.42424242424243,-6.0909090909090935
PLW,NA,NA,NA,NA
PNG,8.631161971830995,5.790671917302489,50.78787878787879,-0.45454545454545325
POL,0.4445422535211172,2.0619000738370685,32.42424242424243,-6.090909090909097
PRK,6.430457746478879,10,89.3030303030303,-1.9696969696969688
PRT,10,2.8679547132660623,36.3939393939394,0.9393939393939377
PRY,2.205105633802823,4.320083682008368,43.54545454545454,-4.878787878787875
QAT,0.09242957746478986,2.720280580851588,35.666666666666664,-6.333333333333332
ROU,2.1610915492957696,4.46160472557224,44.24242424242425,-4.909090909090914
RUS,5.726232394366193,5.046148166379526,47.121212121212125,-2.4545454545454604
RWA,8.19102112676057,5.64915087373862,50.09090909090909,-0.7575757575757578
SAU,1.8529929577464799,2.135737140044304,32.78787878787879,-5.121212121212121
SDN,3.261443661971848,10,79.81818181818181,-4.151515151515142
SEN,7.4427816901408494,2.572606448437117,34.93939393939394,-1.2727272727272734
SGP,5.11003521126761,0,9.545454545454545,-2.878787878787878
SLB,NA,NA,NA,NA
SLE,4.449823943661971,7.661210927885802,60,-3.3333333333333357
SLV,4.669894366197189,2.6895151365985734,35.515151515151516,-3.18181818181818
SOM,9.511443661971825,10,72.84848484848486,0.1515151515151416
SRB,4.669894366197179,5.329190253507265,48.51515151515152,-3.181818181818187
SSD,NA,NA,NA,NA
STP,4.185739436619711,6.479817868570025,54.18181818181819,-3.5151515151515227
SUR,2.249119718309867,9.525596849618509,69.18181818181817,-4.848484848484844
SVK,3.5695422535211314,1.7603987201575197,30.939393939393938,-3.9393939393939377
SVN,0,1.858848141767167,31.424242424242426,-9.090909090909093
SWE,6.914612676056348,0,20.3030303030303,-1.6363636363636331
SWZ,3.6575704225351977,6.147551070637464,52.545454545454554,-3.8787878787878896
SYC,7.970950704225362,4.461604725572239,44.24242424242424,-0.9090909090909065
SYR,10,10,94.90909090909092,0.7575757575757507
TCD,7.310739436619729,6.1783165148904775,52.696969696969695,-1.3636363636363598
TGO,2.4691901408450745,5.636844696037413,50.03030303030303,-4.6969696969696955
THA,2.9093309859154894,2.2587989170563647,33.3939393939394,-4.393939393939398
TJK,5.990316901408464,10,77.93939393939394,-2.2727272727272663
TKM,2.4251760563380405,10,85.39393939393939,-4.7272727272727195
TLS,5.550176056338034,1.957297563376816,31.909090909090907,-2.5757575757575744
TON,NA,NA,NA,NA
TTO,3.349471830985914,3.8893674624661614,41.42424242424243,-4.0909090909090935
TUN,7.31073943661972,6.7197883337435425,55.36363636363637,-1.3636363636363669
TUR,9.995598591549292,5.261506276150631,48.18181818181819,0.4848484848484773
TUV,NA,NA,NA,NA
TZA,2.4691901408450745,6.246000492247111,53.03030303030303,-4.6969696969696955
UGA,1.3688380281690051,7.550455328574948,59.45454545454546,-5.45454545454546
UKR,9.027288732394386,8.645705143982282,64.84848484848484,-0.18181818181817277
URY,1.897007042253529,6.055254737878417,52.090909090909086,-5.090909090909086
USA,0,2.689515136598576,35.51515151515152,-8.18181818181819
UZB,7.090669014084491,10,72.84848484848486,-1.5151515151515298
VCT,NA,NA,NA,NA
VEN,9.819542253521108,10,88.96969696969698,0.36363636363634555
VNM,4.5378521126760685,2.7079744031503816,35.6060606060606,-3.2727272727272663
VUT,NA,NA,NA,NA
WSM,NA,NA,NA,NA
YEM,10,10,90.06060606060606,0.6060606060606091
ZAF,7.4427816901408494,4.264705882352943,43.27272727272727,-1.2727272727272734
ZMB,10,8.70723603248831,65.15151515151514,0.5151515151515298
ZWE,6.298415492957749,10,88.39393939393939,-2.0606060606060623
